-0.1877,8.6166
-0.95462,8.4754
-1.608,8.3632
-2.1745,8.2731
-2.6808,8.1982
-3.1539,8.1315
-3.6173,8.0671
-4.0767,8.0033
-4.5312,7.9404
-4.9799,7.8785
-5.422,7.8177
-5.8571,7.7583
-6.2905,7.6992
-6.7301,7.639
-7.1841,7.5764
-7.6607,7.5098
-8.1673,7.4381
-8.704,7.3608
-9.2654,7.2784
-9.8459,7.1913
-10.44,7.1002
-11.042,7.0053
-11.643,6.9075
-12.229,6.8076
-12.789,6.7066
-13.309,6.6055
-13.776,6.5052
-14.186,6.4057
-14.542,6.3059
-14.852,6.2046
-15.12,6.1004
-15.352,5.9923
-15.553,5.879
-15.728,5.76
-15.881,5.6348
-16.014,5.5026
-16.133,5.3631
-16.24,5.2158
-16.337,5.0618
-16.424,4.9019
-16.503,4.7371
-16.574,4.5686
-16.638,4.3968
-16.695,4.2201
-16.742,4.0363
-16.779,3.8433
-16.805,3.6388
-16.819,3.4197
-16.819,3.176
-16.805,2.8952
-16.775,2.5648
-16.731,2.1722
-16.669,1.7073
-16.59,1.1835
-16.491,0.62711
-16.373,0.064873
-16.232,-0.47661
-16.069,-0.97165
-15.886,-1.4091
-15.687,-1.7895
-15.479,-2.1134
-15.266,-2.3817
-15.053,-2.5951
-14.843,-2.7586
-14.636,-2.8814
-14.432,-2.973
-14.23,-3.0429
-14.03,-3.1005
-13.829,-3.1511
-13.62,-3.1937
-13.395,-3.2267
-13.148,-3.2485
-12.87,-3.2576
-12.561,-3.2534
-12.234,-3.238
-11.902,-3.2136
-11.582,-3.1825
-11.287,-3.147
-11.025,-3.1089
-10.787,-3.068
-10.556,-3.0239
-10.318,-2.9761
-10.059,-2.9243
-9.7651,-2.8682
-9.4422,-2.809
-9.0989,-2.7483
-8.7441,-2.6877
-8.3867,-2.6285
-8.0344,-2.5723
-7.6864,-2.519
-7.3384,-2.4681
-6.9859,-2.419
-6.6246,-2.3712
-6.2509,-2.3242
-5.8708,-2.2778
-5.4958,-2.2322
-5.1375,-2.1874
-4.8075,-2.1436
-4.5168,-2.1009
-4.2656,-2.0591
-4.0447,-2.0181
-3.8448,-1.9774
-3.6567,-1.937
-3.4709,-1.8965
-3.2802,-1.8556
-3.0794,-1.8141
-2.8634,-1.7717
-2.6272,-1.7281
-2.3659,-1.6831
-2.0781,-1.6367
-1.7682,-1.5893
-1.4412,-1.5415
-1.1023,-1.4936
-0.75639,-1.4461
-0.40705,-1.3992
-0.05427,-1.3518
0.30248,-1.3031
0.66371,-1.2519
1.0299,-1.1973
1.4016,-1.1386
1.7789,-1.0769
2.162,-1.0137
2.5509,-0.9504
2.9458,-0.88839
3.3455,-0.82882
3.7424,-0.7713
4.1268,-0.71497
4.4892,-0.65897
4.8199,-0.60242
5.1108,-0.54402
5.3661,-0.47901
5.5956,-0.40109
5.8088,-0.30394
6.0157,-0.18125
6.225,-0.027502
6.4353,0.15359
6.6388,0.35237
6.8275,0.55905
6.9934,0.76388
7.1287,0.9575
7.2332,1.1386
7.3128,1.313
7.374,1.4868
7.4231,1.6663
7.4664,1.8575
7.5067,2.0631
7.5429,2.2818
7.5732,2.5121
7.5963,2.7522
7.6104,3.0007
7.615,3.2544
7.6111,3.5079
7.5998,3.7556
7.5824,3.9918
7.5599,4.2108
7.5333,4.4109
7.5027,4.6007
7.468,4.7903
7.4291,4.9898
7.386,5.2095
7.3385,5.4558
7.2863,5.7226
7.2286,6.0004
7.165,6.28
7.0948,6.5521
7.0178,6.8084
6.935,7.0459
6.8482,7.2638
6.7591,7.4609
6.6692,7.6363
6.58,7.7892
6.4908,7.9215
6.4,8.0361
6.3058,8.1362
6.2066,8.2246
6.1007,8.3043
5.9875,8.3771
5.8671,8.4437
5.7395,8.5049
5.6049,8.5617
5.4632,8.6146
5.3143,8.6643
5.1577,8.7108
4.9929,8.7541
4.8193,8.7943
4.6366,8.8315
4.4432,8.8652
4.2365,8.8941
4.0136,8.9169
3.7718,8.9324
3.5083,8.9392
3.2234,8.9369
2.9231,8.9264
2.614,8.9089
2.3027,8.8854
1.9958,8.8572
1.6941,8.8244
1.3818,8.7851
1.0407,8.7368
0.65219,8.677
0.19799,8.6034
