7.367464, 3.164656, 100.000000
7.272377, 4.056504, 100.000000
7.114394, 4.872405, 100.000000
7.000220, 5.678856, 100.000000
6.857195, 6.519612, 0.000000
6.683264, 7.390987, -100.000000
6.545600, 8.211676, -100.000000
6.030000, 8.714287, -100.000000
5.853123, 8.6512396, -100.000000
4.502116, 8.5909801, -100.000000
3.520271, 8.859529, 100.000000
2.733742, 8.727017, 100.000000
1.852948, 8.575715, 100.000000
1.025821, 8.459696, 100.000000
0.207948, 8.304439, 100.000000
-0.633761, 8.164452, 100.000000
-1.480938, 8.042430, 100.000000
-2.393267, 7.860198, 100.000000
-3.124516, 7.766819, 100.000000
-4.009013, 7.635875, 100.000000
-4.848307, 7.557848, 100.000000
-5.717596, 7.448134, 100.000000
-6.542471, 7.314709, 100.000000
-7.398096, 7.229193, 100.000000
-8.205165, 7.116743, 100.000000
-8.792966, 7.057066, 100.000000
-9.670540, 6.927550, 100.000000
-10.527864, 6.787525, 100.000000
-11.340788, 6.681222, 100.000000
-12.183916, 6.561217, 100.000000
-13.867476, 6.308695, 100.000000
-14.727198, 6.238314, 0.000000
-15.559633, 6.087226, -100.000000
-16.383503, 5.757421, -100.000000
-16.904072, 5.109659, -100.000000
-16.972870, 4.284162, -100.000000
-16.781778, 3.425995, 0.000000
-16.554108, 2.649425, 100.000000
-16.446079, 1.839301, 100.000000
-16.306404, 0.983104, 100.000000
-16.137562, 0.153258, 100.000000
-16.013929, -0.708035, 100.000000
-15.933497, -1.544445, 0.000000
-15.780091, -2.378492, -100.000000
-15.510000, -3.178350, -100.000000
-14.765839, -3.547684, -100.000000
-13.969486, -3.387833, -100.000000
-13.131973, -3.235551, 0.000000
-12.310371, -3.050405, 100.000000
-11.488270, -2.921703, 100.000000
-10.651679, -2.770212, 100.000000
-9.797899, -2.558506, 100.000000
-8.935408, -2.434211, 100.000000
-8.120319, -2.286743, 100.000000
-7.257849, -2.164168, 100.000000
-6.455883, -2.022782, 100.000000
-5.634715, -1.948511, 100.000000
-4.760251, -1.797010, 100.000000
-3.911134, -1.631707, 100.000000
-3.062501, -1.534360, 100.000000
-2.265698, -1.408121, 100.000000
-1.380452, -1.276286, 100.000000
-0.562620, -1.143808, 100.000000
0.283348, -1.025171, 100.000000
1.130058, -0.906602, 100.000000
1.970388, -0.766938, 100.000000
2.812966, -0.628057, 100.000000
3.675589, -0.480815, 100.000000
4.469584, -0.333821, 100.000000
5.292438, -0.200686, 0.000000
6.194159, -0.019700, -100.000000
7.025100, 0.092767, -100.000000
7.566500, 0.658808, -100.000000
7.665293, 1.486376, -100.000000
7.507902, 2.302397, 0.000000
