2.964129,-0.375714,100
2.98,0.104,100
2.94744,0.529,100
2.7,0.68,100
2.496279,0.882481,100
2.20265,0.999871,100
1.644998,1.23484,100
1.131912,1.503566,100
0.661246,1.732991,100
0.100158,2.016173,100
-0.42491,2.282722,100
-0.821856,2.473657,100
-1.247432,2.625803,100
-1.578493,2.4304,100
-1.735914,2.327637,100
-1.838718,2.069049,100
-1.774166,1.233506,100
-1.377705,0.833139,100
-1.109897,0.557735,100
-0.55146,0.303919,100
0.383987,-0.159735,100
0.905366,-0.372608,100
1.377762,-0.551467,100
1.763933,-0.906605,100
2.215455,-0.986578,100
2.554862,-0.794043,100
2.810035,-0.534025,100
