7.8,1.02
7.6843,1.5273
7.5749,2.0074
7.4719,2.4618
7.3754,2.8919
7.2855,3.2992
7.2024,3.6852
7.1261,4.0513
7.0567,4.399
6.9945,4.7299
6.9392,5.0452
6.89,5.346
6.8454,5.6331
6.8042,5.9073
6.765,6.1695
6.7264,6.4206
6.6873,6.6614
6.6462,6.8927
6.6019,7.1154
6.5527,7.33
6.4962,7.5354
6.4291,7.7294
6.3484,7.91
6.2509,8.0753
6.1335,8.2231
5.9931,8.3515
5.8265,8.4583
5.6306,8.5416
5.4026,8.5997
5.1431,8.6336
4.8542,8.6463
4.5385,8.6405
4.198,8.619
3.8353,8.5847
3.4525,8.5403
3.0521,8.4887
2.6362,8.4326
2.2074,8.3748
1.7681,8.3164
1.3211,8.2574
0.86937,8.1979
0.41562,8.1379
-0.037343,8.0774
-0.48669,8.0164
-0.92963,7.955
-1.3633,7.8932
-1.7851,7.8311
-2.1949,7.7687
-2.5945,7.7064
-2.9862,7.6443
-3.3721,7.5829
-3.7542,7.5223
-4.1346,7.4629
-4.5155,7.4048
-4.899,7.3483
-5.287,7.2938
-5.6792,7.2413
-6.0722,7.1907
-6.4627,7.1421
-6.8473,7.0954
-7.2226,7.0505
-7.5852,7.0073
-7.9316,6.9659
-8.2586,6.9261
-8.5628,6.888
-8.845,6.851
-9.1122,6.8144
-9.3714,6.7772
-9.6302,6.7385
-9.8956,6.6975
-10.175,6.6531
-10.476,6.6046
-10.805,6.551
-11.17,6.4914
-11.573,6.4257
-12.004,6.3551
-12.456,6.2809
-12.917,6.2046
-13.379,6.1274
-13.832,6.0508
-14.266,5.9762
-14.673,5.9049
-15.042,5.8383
-15.368,5.7765
-15.652,5.7168
-15.897,5.6562
-16.106,5.5914
-16.281,5.5195
-16.425,5.4371
-16.542,5.3414
-16.633,5.2291
-16.702,5.0971
-16.751,4.9434
-16.783,4.7694
-16.798,4.577
-16.8,4.3682
-16.789,4.145
-16.768,3.9093
-16.738,3.6632
-16.702,3.4085
-16.662,3.1473
-16.618,2.8814
-16.572,2.6118
-16.524,2.3393
-16.475,2.0647
-16.424,1.789
-16.373,1.5129
-16.322,1.2372
-16.271,0.96283
-16.221,0.69061
-16.172,0.42132
-16.124,0.15547
-16.078,-0.10648
-16.032,-0.3641
-15.988,-0.61695
-15.945,-0.86457
-15.904,-1.1065
-15.863,-1.3424
-15.824,-1.5717
-15.785,-1.7939
-15.746,-2.0072
-15.705,-2.2096
-15.657,-2.3988
-15.603,-2.5728
-15.539,-2.7293
-15.463,-2.8663
-15.372,-2.9815
-15.266,-3.0729
-15.14,-3.1385
-14.997,-3.18
-14.837,-3.2005
-14.663,-3.2035
-14.475,-3.1922
-14.277,-3.17
-14.069,-3.1401
-13.853,-3.1059
-13.632,-3.0707
-13.406,-3.0377
-13.177,-3.0074
-12.945,-2.9792
-12.711,-2.9519
-12.475,-2.9246
-12.238,-2.8964
-12.001,-2.8663
-11.765,-2.8333
-11.529,-2.7966
-11.294,-2.7551
-11.059,-2.7089
-10.824,-2.659
-10.585,-2.6062
-10.34,-2.5515
-10.089,-2.4958
-9.8286,-2.44
-9.5572,-2.385
-9.2729,-2.3318
-8.9738,-2.2812
-8.6597,-2.2334
-8.3319,-2.1876
-7.992,-2.1428
-7.6415,-2.0984
-7.2819,-2.0534
-6.9147,-2.0071
-6.5415,-1.9585
-6.1637,-1.9068
-5.7829,-1.8513
-5.4005,-1.7917
-5.0175,-1.7285
-4.635,-1.6625
-4.2543,-1.5943
-3.8763,-1.5245
-3.5023,-1.454
-3.1332,-1.3832
-2.7703,-1.3129
-2.4146,-1.2438
-2.066,-1.1762
-1.7222,-1.1099
-1.3807,-1.0446
-1.0387,-0.98019
-0.69394,-0.91634
-0.34366,-0.8528
0.014633,-0.78934
0.38352,-0.72571
0.76555,-0.66164
1.1617,-0.59719
1.5689,-0.53306
1.984,-0.47003
2.4033,-0.40891
2.8234,-0.3505
3.241,-0.2956
3.6526,-0.24499
4.0547,-0.19949
4.4439,-0.15988
4.8185,-0.12486
5.182,-0.086699
5.5391,-0.036451
5.8942,0.034834
6.2519,0.1361
6.6167,0.27631
6.9933,0.46439
7.3862,0.70931
7.8,1.02
